pair_id,category,ground_truth,sim,threshold,decision,correct,decision_margin,confidence_label,qualityA,qualityB,top_support_gray,top_conflict_gray,evidence_balance,spearman_rho,align_ok,parsing_ok,part_signals_ok,error
hda_m_133,male_impostor,nonmatch,0.21303297579288483,0.3148266077041626,non-match,Y,-0.10179363191127777,medium,19.48911476135254,19.228708267211914,nose,skin,-0.05397805571556091,0.2571428571428571,True,True,True,
hda_m_134,male_impostor,nonmatch,0.23197127878665924,0.3148266077041626,non-match,Y,-0.08285532891750336,medium,21.158205032348633,18.7695369720459,-,skin,-0.21014948934316635,-0.6,True,True,True,
hda_m_135,male_impostor,nonmatch,0.07722876965999603,0.3148266077041626,non-match,Y,-0.23759783804416656,high,23.789735794067383,22.67973518371582,nose,skin,-0.08401965163648129,1.0,True,True,True,
hda_m_136,male_impostor,nonmatch,0.25511273741722107,0.3148266077041626,non-match,Y,-0.05971387028694153,medium,20.43802261352539,23.81902313232422,-,skin,-0.19117223471403122,0.6785714285714286,True,True,True,
hda_m_137,male_impostor,nonmatch,0.045062679797410965,0.3148266077041626,non-match,Y,-0.26976392790675163,high,20.33097267150879,12.287786483764648,-,hair,-0.05684676393866539,,True,True,True,
hda_m_138,male_impostor,nonmatch,0.14032749831676483,0.3148266077041626,non-match,Y,-0.17449910938739777,high,19.447071075439453,22.65408706665039,l_brow,skin,-0.12821820098906755,0.5,True,True,True,
hda_m_139,male_impostor,nonmatch,0.1393466293811798,0.3148266077041626,non-match,Y,-0.1754799783229828,high,20.422807693481445,21.354854583740234,l_eye,skin,-0.13579097017645836,0.14285714285714285,True,True,True,
hda_m_140,male_impostor,nonmatch,0.23442906141281128,0.3148266077041626,non-match,Y,-0.08039754629135132,medium,21.274438858032227,23.439590454101562,nose,skin,-0.05156981945037842,-0.6,True,True,True,
hda_m_141,male_impostor,nonmatch,0.20500347018241882,0.3148266077041626,non-match,Y,-0.10982313752174377,medium,21.56971549987793,19.78021812438965,r_eye,skin,-0.06577351316809654,0.5238095238095238,True,True,True,
hda_m_142,male_impostor,nonmatch,0.17379599809646606,0.3148266077041626,non-match,Y,-0.14103060960769653,medium,19.413610458374023,23.039745330810547,nose,skin,-0.10388083942234516,0.2857142857142857,True,True,True,
hda_m_143,male_impostor,nonmatch,0.1375630795955658,0.3148266077041626,non-match,Y,-0.1772635281085968,high,24.478044509887695,23.734140396118164,l_eye,r_brow,-0.05928336828947067,0.6428571428571429,True,True,True,
hda_m_144,male_impostor,nonmatch,0.25106921792030334,0.3148266077041626,non-match,Y,-0.06375738978385925,medium,18.608858108520508,18.258832931518555,nose,skin,-0.1495240442454815,0.42857142857142855,True,True,True,
hda_m_145,male_impostor,nonmatch,0.36345210671424866,0.3148266077041626,match,N,0.04862549901008606,low,20.604084014892578,22.690505981445312,skin,l_brow,0.2839767038822174,0.6190476190476191,True,True,True,
hda_m_146,male_impostor,nonmatch,0.2614632844924927,0.3148266077041626,non-match,Y,-0.05336332321166992,medium,19.663908004760742,20.86812973022461,-,skin,-0.2238285019993782,-0.35714285714285715,True,True,True,
hda_m_147,male_impostor,nonmatch,0.35135114192962646,0.3148266077041626,match,N,0.03652453422546387,low,23.274517059326172,24.561208724975586,skin,r_eye,0.32787850499153137,0.2857142857142857,True,True,True,
hda_m_148,male_impostor,nonmatch,0.2630760371685028,0.3148266077041626,non-match,Y,-0.05175057053565979,medium,20.96927261352539,21.877784729003906,l_brow,skin,-0.23504893854260445,0.7142857142857143,True,True,True,
hda_m_149,male_impostor,nonmatch,0.2573191821575165,0.3148266077041626,non-match,Y,-0.05750742554664612,medium,20.94420051574707,21.54862403869629,-,skin,-0.244912251830101,0.75,True,True,True,
hda_m_150,male_impostor,nonmatch,0.11630374938249588,0.3148266077041626,non-match,Y,-0.19852285832166672,high,25.42759132385254,22.48458480834961,hair,nose,-0.08265472576022148,0.16666666666666666,True,True,True,
hda_m_151,male_impostor,nonmatch,0.1291799247264862,0.3148266077041626,non-match,Y,-0.1856466829776764,high,20.317977905273438,22.84151268005371,skin,nose,-0.01805306226015091,0.14285714285714285,True,True,True,
hda_m_152,male_impostor,nonmatch,0.15557432174682617,0.3148266077041626,non-match,Y,-0.15925228595733643,high,17.087474822998047,20.950069427490234,nose,skin,-0.11125436052680016,0.9428571428571428,True,True,True,
hda_m_153,male_impostor,nonmatch,0.10032843798398972,0.3148266077041626,non-match,Y,-0.21449816972017288,high,22.38295555114746,23.07822036743164,l_eye,skin,-0.12134777382016182,0.6785714285714286,True,True,True,
hda_m_154,male_impostor,nonmatch,0.1942089945077896,0.3148266077041626,non-match,Y,-0.12061761319637299,medium,20.816354751586914,19.939266204833984,l_eye,nose,-0.17363423481583595,0.42857142857142855,True,True,True,
hda_m_155,male_impostor,nonmatch,0.09793884307146072,0.3148266077041626,non-match,Y,-0.21688776463270187,high,21.777156829833984,21.86052131652832,nose,skin,-0.0797337107360363,0.5714285714285714,True,True,True,
hda_m_156,male_impostor,nonmatch,0.15882128477096558,0.3148266077041626,non-match,Y,-0.15600532293319702,high,21.63376235961914,22.467313766479492,nose,skin,-0.1777899907901883,0.07142857142857142,True,True,True,
hda_m_157,male_impostor,nonmatch,0.25711917877197266,0.3148266077041626,non-match,Y,-0.05770742893218994,medium,20.725210189819336,22.186174392700195,mouth,skin,-0.21270984411239624,0.7714285714285715,True,True,True,
hda_m_158,male_impostor,nonmatch,0.20215454697608948,0.3148266077041626,non-match,Y,-0.11267206072807312,medium,22.624605178833008,19.699676513671875,nose,skin,-0.2030986286699772,0.9047619047619048,True,True,True,
hda_m_159,male_impostor,nonmatch,0.1185918003320694,0.3148266077041626,non-match,Y,-0.1962348073720932,high,19.279298782348633,21.832056045532227,r_eye,skin,-0.022137843072414398,0.7857142857142857,True,True,True,
hda_m_160,male_impostor,nonmatch,0.09911583364009857,0.3148266077041626,non-match,Y,-0.21571077406406403,high,21.92951011657715,23.206499099731445,mouth,skin,-0.08223148388788104,0.47619047619047616,True,True,True,
hda_m_161,male_impostor,nonmatch,0.24114684760570526,0.3148266077041626,non-match,Y,-0.07367976009845734,medium,24.149761199951172,19.737873077392578,r_eye,skin,-0.22953061759471893,0.6190476190476191,True,True,True,
hda_m_162,male_impostor,nonmatch,0.2445105016231537,0.3148266077041626,non-match,Y,-0.07031610608100891,medium,19.952423095703125,20.507930755615234,nose,skin,-0.11091438680887222,0.6428571428571429,True,True,True,
hda_m_163,male_impostor,nonmatch,0.2078772783279419,0.3148266077041626,non-match,Y,-0.1069493293762207,medium,19.934154510498047,19.788644790649414,r_brow,skin,-0.15979517251253128,0.8928571428571429,True,True,True,
hda_m_164,male_impostor,nonmatch,0.08315613865852356,0.3148266077041626,non-match,Y,-0.23167046904563904,high,20.642038345336914,20.168123245239258,r_eye,skin,-0.17335070297122002,0.8809523809523809,True,True,True,
hda_m_165,male_impostor,nonmatch,0.18131758272647858,0.3148266077041626,non-match,Y,-0.13350902497768402,medium,24.940256118774414,25.045583724975586,nose,skin,-0.08010410889983177,-0.02857142857142857,True,True,True,
hda_m_166,male_impostor,nonmatch,0.21398618817329407,0.3148266077041626,non-match,Y,-0.10084041953086853,medium,23.350284576416016,24.519187927246094,l_brow,nose,-0.09969538450241089,0.8333333333333334,True,True,True,
hda_m_167,male_impostor,nonmatch,0.3509500026702881,0.3148266077041626,match,N,0.03612339496612549,low,26.88555335998535,28.3998966217041,nose,hair,0.25546128302812576,0.75,True,True,True,
hda_m_168,male_impostor,nonmatch,0.11740367114543915,0.3148266077041626,non-match,Y,-0.19742293655872345,high,23.62615394592285,18.92658805847168,mouth,nose,-0.007149912416934967,0.6428571428571429,True,True,True,
hda_m_170,male_impostor,nonmatch,0.19078193604946136,0.3148266077041626,non-match,Y,-0.12404467165470123,medium,22.18234634399414,15.442193031311035,-,skin,-0.15002163127064705,0.39285714285714285,True,True,True,
hda_m_171,male_impostor,nonmatch,0.3711531460285187,0.3148266077041626,match,N,0.05632653832435608,medium,22.495113372802734,22.86383628845215,skin,l_brow,0.25348547101020813,0.8095238095238095,True,True,True,
hda_m_172,male_impostor,nonmatch,0.23955777287483215,0.3148266077041626,non-match,Y,-0.07526883482933044,medium,22.40431785583496,20.203542709350586,mouth,nose,-0.24863924831151962,0.8857142857142857,True,True,True,
hda_m_173,male_impostor,nonmatch,0.3987969756126404,0.3148266077041626,match,N,0.08397036790847778,medium,22.96212387084961,19.398839950561523,skin,l_eye,0.33841271698474884,0.40476190476190477,True,True,True,
hda_m_174,male_impostor,nonmatch,0.2603536546230316,0.3148266077041626,non-match,Y,-0.05447295308113098,medium,18.961137771606445,22.60127067565918,l_eye,hair,-0.1642877236008644,0.40476190476190477,True,True,True,
hda_m_175,male_impostor,nonmatch,0.28645676374435425,0.3148266077041626,non-match,Y,-0.02836984395980835,low,25.90171241760254,21.612394332885742,r_brow,skin,-0.24225915409624577,-0.5,True,True,True,
hda_m_176,male_impostor,nonmatch,0.19293296337127686,0.3148266077041626,non-match,Y,-0.12189364433288574,medium,21.597702026367188,22.318012237548828,l_brow,skin,-0.10007324814796448,0.6666666666666666,True,True,True,
hda_m_177,male_impostor,nonmatch,0.25137385725975037,0.3148266077041626,non-match,Y,-0.06345275044441223,medium,19.68010139465332,12.405267715454102,r_brow,mouth,-0.1400308832526207,0.7142857142857143,True,True,True,
hda_m_178,male_impostor,nonmatch,0.057446740567684174,0.3148266077041626,non-match,Y,-0.2573798671364784,high,15.370166778564453,20.20491600036621,l_brow,skin,-0.07489179261028767,0.09523809523809523,True,True,True,
hda_m_179,male_impostor,nonmatch,0.2249862402677536,0.3148266077041626,non-match,Y,-0.089840367436409,medium,19.766437530517578,23.279977798461914,nose,skin,-0.16836020350456238,0.23809523809523808,True,True,True,
hda_m_180,male_impostor,nonmatch,0.32771000266075134,0.3148266077041626,match,N,0.012883394956588745,low,17.541532516479492,21.90049934387207,skin,-,0.4137158654630184,0.6785714285714286,True,True,True,
hda_m_181,male_impostor,nonmatch,0.23112116754055023,0.3148266077041626,non-match,Y,-0.08370544016361237,medium,19.788740158081055,22.14427947998047,r_eye,skin,-0.27382013481110334,0.30952380952380953,True,True,True,
hda_m_182,male_impostor,nonmatch,0.05286075174808502,0.3148266077041626,non-match,Y,-0.2619658559560776,high,24.017452239990234,18.09897232055664,nose,skin,-0.08483030227944255,0.8928571428571429,True,True,True,
hda_m_183,male_impostor,nonmatch,0.1326131820678711,0.3148266077041626,non-match,Y,-0.1822134256362915,high,19.72261619567871,20.464025497436523,nose,skin,-0.05754951760172844,0.8333333333333334,True,True,True,
hda_m_184,male_impostor,nonmatch,0.2623547613620758,0.3148266077041626,non-match,Y,-0.05247184634208679,medium,22.140714645385742,22.5069580078125,mouth,skin,-0.1588752269744873,-0.07142857142857142,True,True,True,
hda_m_185,male_impostor,nonmatch,0.34715452790260315,0.3148266077041626,match,N,0.03232792019844055,low,21.071744918823242,22.47256851196289,skin,r_eye,0.2832850441336632,0.7380952380952381,True,True,True,
hda_m_186,male_impostor,nonmatch,0.2364712655544281,0.3148266077041626,non-match,Y,-0.0783553421497345,medium,19.1898193359375,19.885108947753906,l_eye,skin,-0.24830330535769463,0.9761904761904762,True,True,True,
hda_m_187,male_impostor,nonmatch,0.05704105272889137,0.3148266077041626,non-match,Y,-0.2577855549752712,high,19.42051124572754,21.305543899536133,r_brow,skin,-0.08203264139592648,0.7619047619047619,True,True,True,
hda_m_188,male_impostor,nonmatch,0.09157872945070267,0.3148266077041626,non-match,Y,-0.22324787825345993,high,22.70258903503418,20.140653610229492,l_brow,hair,-0.07375168241560459,0.7619047619047619,True,True,True,
hda_m_189,male_impostor,nonmatch,0.3228074908256531,0.3148266077041626,match,N,0.007980883121490479,low,18.110332489013672,21.023128509521484,skin,mouth,0.24414728581905365,0.8928571428571429,True,True,True,
hda_m_190,male_impostor,nonmatch,0.16345849633216858,0.3148266077041626,non-match,Y,-0.15136811137199402,high,22.873815536499023,21.454526901245117,nose,skin,-0.1696904394775629,0.47619047619047616,True,True,True,
hda_m_191,male_impostor,nonmatch,0.19048361480236053,0.3148266077041626,non-match,Y,-0.12434299290180206,medium,20.55077362060547,21.35529327392578,l_brow,skin,-0.1441044881939888,0.5,True,True,True,
hda_m_192,male_impostor,nonmatch,0.09477253258228302,0.3148266077041626,non-match,Y,-0.22005407512187958,high,21.171588897705078,21.239032745361328,r_eye,skin,-0.06873726658523083,0.4523809523809524,True,True,True,
hda_m_193,male_impostor,nonmatch,-0.024485308676958084,0.3148266077041626,non-match,Y,-0.3393119163811207,high,17.75440788269043,26.070695877075195,skin,r_eye,0.07582672173157334,0.42857142857142855,True,True,True,
hda_m_194,male_impostor,nonmatch,0.08696600049734116,0.3148266077041626,non-match,Y,-0.22786060720682144,high,19.95125961303711,21.26520538330078,nose,hair,0.007390288636088371,0.8214285714285714,True,True,True,
hda_m_195,male_impostor,nonmatch,0.3907429873943329,0.3148266077041626,match,N,0.07591637969017029,medium,22.245182037353516,21.556264877319336,skin,-,0.3353186175227165,0.8095238095238095,True,True,True,
hda_m_196,male_impostor,nonmatch,0.2313852161169052,0.3148266077041626,non-match,Y,-0.08344139158725739,medium,18.69992446899414,18.67922019958496,nose,skin,-0.11517024785280228,0.8928571428571429,True,True,True,
hda_m_197,male_impostor,nonmatch,0.19402962923049927,0.3148266077041626,non-match,Y,-0.12079697847366333,medium,24.372333526611328,20.273767471313477,mouth,skin,-0.04189819097518921,-0.32142857142857145,True,True,True,
hda_m_198,male_impostor,nonmatch,0.2737310528755188,0.3148266077041626,non-match,Y,-0.0410955548286438,low,20.903106689453125,21.636398315429688,hair,skin,-0.19616316631436348,0.35714285714285715,True,True,True,
hda_m_199,male_impostor,nonmatch,0.13879986107349396,0.3148266077041626,non-match,Y,-0.17602674663066864,high,24.554882049560547,19.11618995666504,r_brow,skin,-0.05707237124443054,0.21428571428571427,True,True,True,
hda_m_200,male_impostor,nonmatch,0.23734396696090698,0.3148266077041626,non-match,Y,-0.07748264074325562,medium,21.644865036010742,19.56355857849121,-,skin,-0.22123583406209946,0.6,True,True,True,
hda_f_001,female_impostor,nonmatch,0.0910089835524559,0.3148266077041626,non-match,Y,-0.2238176241517067,high,22.92023468017578,19.519834518432617,l_eye,mouth,-0.08648865390568972,0.19047619047619047,True,True,True,
hda_f_002,female_impostor,nonmatch,0.32463106513023376,0.3148266077041626,match,N,0.009804457426071167,low,20.327844619750977,19.112863540649414,skin,l_brow,0.2873116321861744,0.7857142857142857,True,True,True,
hda_f_003,female_impostor,nonmatch,0.14923936128616333,0.3148266077041626,non-match,Y,-0.16558724641799927,high,20.945011138916016,21.518617630004883,nose,skin,-0.20623735897243023,0.9523809523809523,True,True,True,
hda_f_004,female_impostor,nonmatch,0.024220844730734825,0.3148266077041626,non-match,Y,-0.2906057629734278,high,20.388587951660156,19.811887741088867,skin,hair,0.010436820331960917,0.9047619047619048,True,True,True,
hda_f_005,female_impostor,nonmatch,0.06947433948516846,0.3148266077041626,non-match,Y,-0.24535226821899414,high,21.261558532714844,20.552391052246094,nose,mouth,-0.03333407733589411,0.8333333333333334,True,True,True,
hda_f_006,female_impostor,nonmatch,0.15344205498695374,0.3148266077041626,non-match,Y,-0.16138455271720886,high,19.650259017944336,23.44207000732422,r_brow,skin,-0.11645445600152016,0.8095238095238095,True,True,True,
hda_f_007,female_impostor,nonmatch,0.18084408342838287,0.3148266077041626,non-match,Y,-0.13398252427577972,medium,20.000749588012695,16.302169799804688,nose,hair,0.05324108898639679,0.3142857142857143,True,True,True,
hda_f_008,female_impostor,nonmatch,0.2875467836856842,0.3148266077041626,non-match,Y,-0.027279824018478394,low,21.552446365356445,23.618972778320312,nose,skin,-0.1973177120089531,0.38095238095238093,True,True,True,
hda_f_009,female_impostor,nonmatch,0.17141631245613098,0.3148266077041626,non-match,Y,-0.14341029524803162,medium,21.157182693481445,15.01906681060791,skin,hair,-0.03277057781815529,0.6571428571428571,True,True,True,
hda_f_010,female_impostor,nonmatch,0.21883785724639893,0.3148266077041626,non-match,Y,-0.09598875045776367,medium,21.4692325592041,23.259225845336914,nose,skin,-0.06123083084821701,0.03571428571428571,True,True,True,
hda_f_011,female_impostor,nonmatch,0.1670335829257965,0.3148266077041626,non-match,Y,-0.1477930247783661,medium,21.90036964416504,22.43751335144043,l_brow,skin,-0.2594254966825247,0.14285714285714285,True,True,True,
hda_f_012,female_impostor,nonmatch,0.12746480107307434,0.3148266077041626,non-match,Y,-0.18736180663108826,high,21.840137481689453,20.174530029296875,nose,skin,-0.13949090708047152,0.4523809523809524,True,True,True,
hda_f_013,female_impostor,nonmatch,0.32940638065338135,0.3148266077041626,match,N,0.01457977294921875,low,20.334087371826172,24.823352813720703,skin,nose,0.2995671797543764,0.14285714285714285,True,True,True,
hda_f_014,female_impostor,nonmatch,0.1760261207818985,0.3148266077041626,non-match,Y,-0.1388004869222641,medium,21.045013427734375,22.59617805480957,nose,skin,-0.07421380281448364,0.8333333333333334,True,True,True,
hda_f_015,female_impostor,nonmatch,0.6331902146339417,0.3148266077041626,match,N,0.31836360692977905,high,20.87209129333496,25.279512405395508,skin,hair,0.6091183461248875,0.47619047619047616,True,True,True,
hda_f_016,female_impostor,nonmatch,0.11150410771369934,0.3148266077041626,non-match,Y,-0.20332249999046326,high,20.984834671020508,22.767101287841797,nose,skin,-0.07744277641177177,-0.4642857142857143,True,True,True,
hda_f_017,female_impostor,nonmatch,0.28861045837402344,0.3148266077041626,non-match,Y,-0.02621614933013916,low,18.82965850830078,23.547866821289062,r_eye,skin,-0.08509239181876183,0.7142857142857143,True,True,True,
hda_f_018,female_impostor,nonmatch,0.20336009562015533,0.3148266077041626,non-match,Y,-0.11146651208400726,medium,20.658565521240234,21.167863845825195,r_brow,skin,-0.22850951924920082,0.35714285714285715,True,True,True,
hda_f_019,female_impostor,nonmatch,0.13272200524806976,0.3148266077041626,non-match,Y,-0.18210460245609283,high,20.899276733398438,16.973041534423828,skin,mouth,-0.002580266445875168,0.2,True,True,True,
hda_f_020,female_impostor,nonmatch,0.4548448622226715,0.3148266077041626,match,N,0.1400182545185089,medium,14.40765380859375,15.541947364807129,skin,l_eye,0.2797524034976959,0.6666666666666666,True,True,True,
hda_f_021,female_impostor,nonmatch,0.2829834222793579,0.3148266077041626,non-match,Y,-0.03184318542480469,low,18.02167320251465,20.840404510498047,nose,skin,-0.3422897532582283,0.023809523809523808,True,True,True,
hda_f_022,female_impostor,nonmatch,0.1940956711769104,0.3148266077041626,non-match,Y,-0.1207309365272522,medium,22.92023468017578,22.002830505371094,r_eye,skin,-0.2350061647593975,0.8333333333333334,True,True,True,
hda_f_023,female_impostor,nonmatch,0.29227378964424133,0.3148266077041626,non-match,Y,-0.022552818059921265,low,23.067413330078125,21.583789825439453,mouth,skin,-0.3490223931148648,0.9047619047619048,True,True,True,
hda_f_024,female_impostor,nonmatch,0.1707589477300644,0.3148266077041626,non-match,Y,-0.1440676599740982,medium,21.42794418334961,22.205520629882812,r_brow,skin,-0.1618589460849762,0.42857142857142855,True,True,True,
hda_f_025,female_impostor,nonmatch,0.17249882221221924,0.3148266077041626,non-match,Y,-0.14232778549194336,medium,22.719310760498047,18.793750762939453,nose,skin,-0.21780112385749817,0.9761904761904762,True,True,True,
hda_f_026,female_impostor,nonmatch,0.0441451296210289,0.3148266077041626,non-match,Y,-0.2706814780831337,high,22.62548828125,14.419612884521484,nose,mouth,-0.02991830464452505,0.9523809523809523,True,True,True,
hda_f_027,female_impostor,nonmatch,0.3330746591091156,0.3148266077041626,match,N,0.018248051404953003,low,22.512676239013672,22.524845123291016,skin,nose,0.3061979413032532,0.6904761904761905,True,True,True,
hda_f_028,female_impostor,nonmatch,0.3748466968536377,0.3148266077041626,match,N,0.0600200891494751,medium,27.08368682861328,22.720600128173828,skin,r_eye,0.29697863571345806,0.5476190476190477,True,True,True,
hda_f_029,female_impostor,nonmatch,0.40338653326034546,0.3148266077041626,match,N,0.08855992555618286,medium,22.186159133911133,25.756975173950195,skin,l_brow,0.3889409117400646,0.5714285714285714,True,True,True,
hda_f_030,female_impostor,nonmatch,0.32835885882377625,0.3148266077041626,match,N,0.013532251119613647,low,22.497440338134766,23.754880905151367,skin,mouth,0.38672517240047455,1.0,True,True,True,
hda_f_031,female_impostor,nonmatch,0.532058596611023,0.3148266077041626,match,N,0.21723198890686035,high,19.233734130859375,20.563615798950195,skin,-,0.4912169799208641,0.8095238095238095,True,True,True,
hda_f_032,female_impostor,nonmatch,0.331114798784256,0.3148266077041626,match,N,0.016288191080093384,low,19.71874237060547,19.965246200561523,skin,l_brow,0.2667140103876591,0.6904761904761905,True,True,True,
hda_f_033,female_impostor,nonmatch,0.29488229751586914,0.3148266077041626,non-match,Y,-0.019944310188293457,low,21.35443687438965,25.709619522094727,r_eye,skin,-0.21102389693260193,0.39285714285714285,True,True,True,
hda_f_034,female_impostor,nonmatch,0.26561683416366577,0.3148266077041626,non-match,Y,-0.049209773540496826,low,22.566287994384766,21.21624755859375,mouth,skin,-0.27916355105116963,0.8571428571428571,True,True,True,
hda_f_035,female_impostor,nonmatch,0.16434240341186523,0.3148266077041626,non-match,Y,-0.15048420429229736,high,22.505165100097656,21.807086944580078,nose,skin,-0.16334974393248558,0.7619047619047619,True,True,True,
hda_f_036,female_impostor,nonmatch,0.20036576688289642,0.3148266077041626,non-match,Y,-0.11446084082126617,medium,20.814672470092773,22.479114532470703,nose,skin,-0.18937612138688564,0.5952380952380952,True,True,True,
hda_f_037,female_impostor,nonmatch,0.3114457130432129,0.3148266077041626,non-match,Y,-0.003380894660949707,low,21.981809616088867,19.9092960357666,l_brow,skin,-0.2959645465016365,-0.023809523809523808,True,True,True,
hda_f_038,female_impostor,nonmatch,0.3658008575439453,0.3148266077041626,match,N,0.050974249839782715,medium,22.976913452148438,23.40012550354004,skin,r_brow,0.24340499937534332,0.03571428571428571,True,True,True,
hda_f_039,female_impostor,nonmatch,0.2941896319389343,0.3148266077041626,non-match,Y,-0.02063697576522827,low,21.100557327270508,21.66556167602539,r_eye,skin,-0.2627939898520708,0.7380952380952381,True,True,True,
hda_f_040,female_impostor,nonmatch,0.13685646653175354,0.3148266077041626,non-match,Y,-0.17797014117240906,high,19.137483596801758,20.9130916595459,l_brow,skin,-0.08952727913856506,0.8095238095238095,True,True,True,
hda_f_041,female_impostor,nonmatch,0.3132782578468323,0.3148266077041626,non-match,Y,-0.0015483498573303223,low,23.34432601928711,21.401775360107422,r_brow,skin,-0.36604843474924564,0.7380952380952381,True,True,True,
hda_f_042,female_impostor,nonmatch,0.3857187330722809,0.3148266077041626,match,N,0.07089212536811829,medium,18.165386199951172,22.023038864135742,skin,mouth,0.363718718290329,0.9761904761904762,True,True,True,
hda_f_043,female_impostor,nonmatch,0.3878113031387329,0.3148266077041626,match,N,0.07298469543457031,medium,22.546592712402344,25.51068878173828,skin,mouth,0.34549495577812195,0.7142857142857143,True,True,True,
hda_f_044,female_impostor,nonmatch,0.19751764833927155,0.3148266077041626,non-match,Y,-0.11730895936489105,medium,19.904844284057617,19.918598175048828,nose,skin,-0.11924402043223381,0.8333333333333334,True,True,True,
hda_f_045,female_impostor,nonmatch,0.41457051038742065,0.3148266077041626,match,N,0.09974390268325806,medium,19.575157165527344,19.720121383666992,skin,hair,0.3470391556620598,0.7619047619047619,True,True,True,
hda_f_046,female_impostor,nonmatch,0.7159476280212402,0.3148266077041626,match,N,0.40112102031707764,high,21.969829559326172,21.686429977416992,skin,l_brow,0.7619955316185951,0.6904761904761905,True,True,True,
hda_f_047,female_impostor,nonmatch,0.1613219827413559,0.3148266077041626,non-match,Y,-0.1535046249628067,high,22.593616485595703,22.077695846557617,l_brow,skin,-0.13322564959526062,0.7380952380952381,True,True,True,
hda_f_048,female_impostor,nonmatch,0.2654937505722046,0.3148266077041626,non-match,Y,-0.04933285713195801,low,21.575454711914062,24.89792823791504,-,skin,-0.31653330475091934,0.5238095238095238,True,True,True,
hda_f_049,female_impostor,nonmatch,0.44886115193367004,0.3148266077041626,match,N,0.13403454422950745,medium,21.855350494384766,23.50225830078125,skin,l_eye,0.29319586604833603,0.7380952380952381,True,True,True,
hda_f_050,female_impostor,nonmatch,0.29958537220954895,0.3148266077041626,non-match,Y,-0.015241235494613647,low,21.321285247802734,20.081310272216797,-,skin,-0.379808247089386,0.32142857142857145,True,True,True,
hda_f_051,female_impostor,nonmatch,0.4441225230693817,0.3148266077041626,match,N,0.12929591536521912,medium,24.380924224853516,22.801712036132812,skin,-,0.4645389914512634,0.6,True,True,True,
hda_f_052,female_impostor,nonmatch,0.04850928112864494,0.3148266077041626,non-match,Y,-0.26631732657551765,high,12.112893104553223,19.959901809692383,skin,hair,0.12865307368338108,0.5714285714285714,True,True,True,
hda_f_053,female_impostor,nonmatch,0.24303379654884338,0.3148266077041626,non-match,Y,-0.07179281115531921,medium,24.590713500976562,22.087129592895508,nose,skin,-0.09460191056132317,0.7857142857142857,True,True,True,
hda_f_054,female_impostor,nonmatch,0.2321266233921051,0.3148266077041626,non-match,Y,-0.0826999843120575,medium,23.818161010742188,23.403076171875,l_brow,skin,-0.21034538745880127,-0.3,True,True,True,
hda_f_055,female_impostor,nonmatch,0.5767678022384644,0.3148266077041626,match,N,0.26194119453430176,high,23.239089965820312,22.866670608520508,skin,mouth,0.6150507666170597,0.2857142857142857,True,True,True,
hda_f_056,female_impostor,nonmatch,0.25895315408706665,0.3148266077041626,non-match,Y,-0.05587345361709595,medium,22.84255599975586,21.513322830200195,r_brow,skin,-0.20932558178901672,0.32142857142857145,True,True,True,
hda_f_057,female_impostor,nonmatch,0.3383907377719879,0.3148266077041626,match,N,0.023564130067825317,low,22.19001007080078,17.626754760742188,skin,l_brow,0.22095750272274017,0.32142857142857145,True,True,True,
hda_f_058,female_impostor,nonmatch,0.6331195831298828,0.3148266077041626,match,N,0.3182929754257202,high,20.320602416992188,25.135618209838867,skin,-,0.6796331703662872,0.8928571428571429,True,True,True,
hda_f_059,female_impostor,nonmatch,0.4895305037498474,0.3148266077041626,match,N,0.17470389604568481,high,24.900774002075195,23.81212615966797,skin,-,0.47328491508960724,0.8333333333333334,True,True,True,
hda_f_060,female_impostor,nonmatch,0.1615431159734726,0.3148266077041626,non-match,Y,-0.15328349173069,high,25.392728805541992,25.302087783813477,hair,skin,-0.04395850747823715,0.8571428571428571,True,True,True,
hda_f_061,female_impostor,nonmatch,0.653486967086792,0.3148266077041626,match,N,0.3386603593826294,high,22.58469009399414,22.503353118896484,skin,-,0.5021406561136246,0.8333333333333334,True,True,True,
hda_f_062,female_impostor,nonmatch,0.2647620439529419,0.3148266077041626,non-match,Y,-0.0500645637512207,medium,24.912290573120117,23.69009780883789,hair,skin,-0.3332087881863117,0.5,True,True,True,
hda_f_063,female_impostor,nonmatch,0.3870466947555542,0.3148266077041626,match,N,0.0722200870513916,medium,20.209550857543945,20.026552200317383,skin,hair,0.2988204248249531,0.8285714285714286,True,True,True,
hda_f_064,female_impostor,nonmatch,0.5325733423233032,0.3148266077041626,match,N,0.21774673461914062,high,23.978010177612305,22.098777770996094,skin,-,0.6127271354198456,0.6904761904761905,True,True,True,
hda_f_065,female_impostor,nonmatch,0.3131985068321228,0.3148266077041626,non-match,Y,-0.001628100872039795,low,23.781835556030273,23.681840896606445,nose,skin,-0.3737180531024933,0.5952380952380952,True,True,True,
hda_f_066,female_impostor,nonmatch,0.25751155614852905,0.3148266077041626,non-match,Y,-0.057315051555633545,medium,22.42131996154785,21.233972549438477,-,skin,-0.41017706296406686,0.5476190476190477,True,True,True,
hda_f_067,female_impostor,nonmatch,0.2733781635761261,0.3148266077041626,non-match,Y,-0.0414484441280365,low,22.12152099609375,26.372346878051758,nose,skin,-0.25244908779859543,0.8571428571428571,True,True,True,
