-----------------------------------------------------------------------------------------------------------------------------------------------
pair_id                 category            gt         sim      decision     ok       margin    conf       top_sup       top_con       rho   
hda_f_075               female_impostor     nonmatch   0.2881   non-match    Y        -0.0267   low        r_brow        skin          0.905 
hda_f_076               female_impostor     nonmatch   0.1867   non-match    Y        -0.1281   medium     hair          skin          0.643 
hda_f_077               female_impostor     nonmatch   0.1784   non-match    Y        -0.1365   medium     nose          skin          0.095 
hda_f_078               female_impostor     nonmatch   0.3536   match        N        0.0388    low        skin          r_eye         0.976 
hda_f_079               female_impostor     nonmatch   0.3327   match        N        0.0178    low        skin          l_brow        0.714 
hda_f_080               female_impostor     nonmatch   0.2014   non-match    Y        -0.1135   medium     hair          skin          1.000 
hda_f_081               female_impostor     nonmatch   0.3276   match        N        0.0127    low        skin          nose          0.786 
hda_f_082               female_impostor     nonmatch   0.3382   match        N        0.0234    low        skin          r_brow        0.429 
hda_f_083               female_impostor     nonmatch   0.1831   non-match    Y        -0.1317   medium     skin          nose          0.476 
hda_f_084               female_impostor     nonmatch   0.0795   non-match    Y        -0.2353   high       nose          skin          0.786 
hda_f_085               female_impostor     nonmatch   0.4406   match        N        0.1257    medium     hair          nose          0.500 
hda_f_086               female_impostor     nonmatch   0.3553   match        N        0.0405    low        mouth         r_eye         0.600 
hda_f_087               female_impostor     nonmatch   0.5470   match        N        0.2322    high       skin          hair          0.500 
hda_f_088               female_impostor     nonmatch   0.4495   match        N        0.1346    medium     skin          hair          0.595 
hda_f_089               female_impostor     nonmatch   0.3058   non-match    Y        -0.0090   low        l_brow        nose          0.393 
hda_f_090               female_impostor     nonmatch   0.1287   non-match    Y        -0.1862   high       nose          skin          0.810 
hda_f_091               female_impostor     nonmatch   0.1898   non-match    Y        -0.1250   medium     hair          nose          0.286 
hda_f_092               female_impostor     nonmatch   0.4336   match        N        0.1188    medium     skin          -             0.714 
hda_f_093               female_impostor     nonmatch   0.3679   match        N        0.0531    medium     skin          r_brow        0.905 
hda_f_094               female_impostor     nonmatch   0.2312   non-match    Y        -0.0836   medium     nose          skin          0.000 
hda_f_095               female_impostor     nonmatch   0.2468   non-match    Y        -0.0680   medium     nose          skin          0.571 
hda_f_096               female_impostor     nonmatch   0.2564   non-match    Y        -0.0584   medium     hair          skin          0.548 
hda_f_097               female_impostor     nonmatch   0.1844   non-match    Y        -0.1304   medium     hair          skin          0.595 
hda_f_098               female_impostor     nonmatch   0.1532   non-match    Y        -0.1617   high       nose          skin          0.771 
hda_f_099               female_impostor     nonmatch   0.4143   match        N        0.0995    medium     skin          r_eye         0.762 
hda_f_100               female_impostor     nonmatch   0.3564   match        N        0.0416    low        skin          hair          0.524 
hda_f_101               female_impostor     nonmatch   0.3118   non-match    Y        -0.0031   low        -             skin          -0.143
hda_f_102               female_impostor     nonmatch   0.0886   non-match    Y        -0.2262   high       nose          hair          0.286 
hda_f_103               female_impostor     nonmatch   0.1794   non-match    Y        -0.1354   medium     nose          skin          0.810 
hda_f_104               female_impostor     nonmatch   0.1154   non-match    Y        -0.1994   high       hair          skin          0.190 
hda_f_105               female_impostor     nonmatch   0.0921   non-match    Y        -0.2228   high       nose          mouth         0.190 
hda_f_106               female_impostor     nonmatch   0.2200   non-match    Y        -0.0948   medium     l_brow        skin          0.571 
hda_f_107               female_impostor     nonmatch   0.1849   non-match    Y        -0.1300   medium     nose          skin          0.976 
hda_f_108               female_impostor     nonmatch   0.3293   match        N        0.0145    low        skin          mouth         0.643 
hda_f_109               female_impostor     nonmatch   0.2749   non-match    Y        -0.0399   low        hair          skin          0.833 
hda_f_110               female_impostor     nonmatch   0.2192   non-match    Y        -0.0956   medium     r_brow        skin          0.667 
hda_f_111               female_impostor     nonmatch   0.2011   non-match    Y        -0.1137   medium     l_eye         skin          0.524 
hda_f_112               female_impostor     nonmatch   0.2110   non-match    Y        -0.1038   medium     hair          skin          0.738 
hda_f_113               female_impostor     nonmatch   0.1001   non-match    Y        -0.2147   high       hair          skin          0.167 
hda_f_114               female_impostor     nonmatch   0.4183   match        N        0.1034    medium     skin          l_eye         0.881 
hda_f_115               female_impostor     nonmatch   0.2198   non-match    Y        -0.0951   medium     nose          skin          1.000 
hda_f_116               female_impostor     nonmatch   0.2482   non-match    Y        -0.0666   medium     r_brow        skin          0.929 
hda_f_117               female_impostor     nonmatch   0.1274   non-match    Y        -0.1874   high       r_eye         skin          0.429 
hda_f_118               female_impostor     nonmatch   0.0850   non-match    Y        -0.2298   high       r_eye         skin          0.095 
hda_f_119               female_impostor     nonmatch   0.1152   non-match    Y        -0.1996   high       nose          skin          -0.357
hda_f_120               female_impostor     nonmatch   0.3556   match        N        0.0408    low        skin          -             0.881 
hda_f_121               female_impostor     nonmatch   0.1595   non-match    Y        -0.1554   high       -             skin          0.771 
hda_f_122               female_impostor     nonmatch   0.1918   non-match    Y        -0.1230   medium     l_brow        skin          0.667 
hda_f_123               female_impostor     nonmatch   0.1977   non-match    Y        -0.1171   medium     r_brow        skin          0.881 
hda_f_124               female_impostor     nonmatch   0.0992   non-match    Y        -0.2157   high       nose          hair          0.371 
hda_f_125               female_impostor     nonmatch   0.2709   non-match    Y        -0.0439   low        l_brow        skin          0.452 
hda_f_126               female_impostor     nonmatch   0.1605   non-match    Y        -0.1544   high       nose          skin          0.786 
hda_f_127               female_impostor     nonmatch   0.3603   match        N        0.0455    low        skin          -             0.310 
hda_f_128               female_impostor     nonmatch   0.1570   non-match    Y        -0.1578   high       l_eye         skin          0.690 
hda_f_129               female_impostor     nonmatch   0.3204   match        N        0.0055    low        skin          r_eye         0.476 
hda_f_130               female_impostor     nonmatch   0.2651   non-match    Y        -0.0497   low        nose          skin          0.238 
hda_f_131               female_impostor     nonmatch   0.2126   non-match    Y        -0.1022   medium     l_brow        skin          0.929 
hda_f_132               female_impostor     nonmatch   0.2164   non-match    Y        -0.0984   medium     mouth         skin          0.667 
hda_f_133               female_impostor     nonmatch   0.2269   non-match    Y        -0.0879   medium     r_eye         skin          0.929 
hda_f_134               female_impostor     nonmatch   0.2429   non-match    Y        -0.0719   medium     -             skin          0.786 
hda_f_135               female_impostor     nonmatch   0.2494   non-match    Y        -0.0654   medium     hair          skin          0.881 
hda_f_136               female_impostor     nonmatch   0.1851   non-match    Y        -0.1297   medium     l_brow        mouth         0.486 
hda_f_137               female_impostor     nonmatch   0.3757   match        N        0.0609    medium     skin          nose          0.476 
hda_f_138               female_impostor     nonmatch   -0.0028  non-match    Y        -0.3177   high       nose          mouth         -0.036
hda_f_139               female_impostor     nonmatch   0.3148   non-match    Y        -0.0000   low        -             skin          0.036 
hda_f_140               female_impostor     nonmatch   0.1222   non-match    Y        -0.1927   high       nose          r_brow        0.738 
hda_f_141               female_impostor     nonmatch   0.4163   match        N        0.1015    medium     skin          r_eye         0.371 
hda_f_142               female_impostor     nonmatch   0.3451   match        N        0.0303    low        skin          r_brow        0.048 
hda_f_143               female_impostor     nonmatch   0.3142   non-match    Y        -0.0006   low        r_eye         skin          1.000 
hda_f_144               female_impostor     nonmatch   0.2026   non-match    Y        -0.1122   medium     r_eye         skin          0.714 
hda_f_145               female_impostor     nonmatch   0.1141   non-match    Y        -0.2007   high       nose          r_eye         0.829 
hda_f_146               female_impostor     nonmatch   0.2652   non-match    Y        -0.0496   low        r_eye         skin          0.738 
hda_f_147               female_impostor     nonmatch   0.5007   match        N        0.1858    high       skin          hair          0.738 
hda_f_148               female_impostor     nonmatch   0.3214   match        N        0.0065    low        skin          mouth         0.857 
hda_f_149               female_impostor     nonmatch   0.3115   non-match    Y        -0.0033   low        nose          skin          0.143 
hda_f_150               female_impostor     nonmatch   0.2702   non-match    Y        -0.0446   low        l_brow        skin          0.810 
hda_f_151               female_impostor     nonmatch   0.3469   match        N        0.0321    low        skin          hair          0.429 
hda_f_152               female_impostor     nonmatch   0.5110   match        N        0.1962    high       skin          mouth         0.881 
hda_f_153               female_impostor     nonmatch   0.2150   non-match    Y        -0.0998   medium     l_eye         skin          0.143 
hda_f_154               female_impostor     nonmatch   0.0816   non-match    Y        -0.2333   high       nose          mouth         0.405 
hda_f_155               female_impostor     nonmatch   0.1564   non-match    Y        -0.1584   high       nose          hair          0.571 
hda_f_156               female_impostor     nonmatch   0.2753   non-match    Y        -0.0395   low        r_brow        skin          0.607 
hda_f_157               female_impostor     nonmatch   0.1819   non-match    Y        -0.1329   medium     l_eye         skin          0.000 
hda_f_158               female_impostor     nonmatch   0.0845   non-match    Y        -0.2304   high       l_eye         hair          0.714 
hda_f_159               female_impostor     nonmatch   0.2142   non-match    Y        -0.1006   medium     l_brow        skin          0.024 
hda_f_160               female_impostor     nonmatch   0.1928   non-match    Y        -0.1220   medium     -             skin          0.643 
hda_f_161               female_impostor     nonmatch   0.1391   non-match    Y        -0.1757   high       nose          skin          0.607 
hda_f_162               female_impostor     nonmatch   0.2741   non-match    Y        -0.0407   low        mouth         skin          0.548 
hda_f_163               female_impostor     nonmatch   0.0279   non-match    Y        -0.2869   high       skin          nose          0.429 
hda_f_164               female_impostor     nonmatch   0.2652   non-match    Y        -0.0496   low        nose          skin          0.714 
hda_f_165               female_impostor     nonmatch   0.0612   non-match    Y        -0.2536   high       nose          skin          0.833 
hda_f_166               female_impostor     nonmatch   0.1479   non-match    Y        -0.1669   high       r_brow        skin          0.357 
hda_f_167               female_impostor     nonmatch   0.0710   non-match    Y        -0.2438   high       nose          skin          0.943 
hda_f_168               female_impostor     nonmatch   0.1864   non-match    Y        -0.1284   medium     hair          skin          0.714 
hda_f_169               female_impostor     nonmatch   0.4163   match        N        0.1015    medium     skin          l_brow        0.357 
hda_f_170               female_impostor     nonmatch   0.2619   non-match    Y        -0.0529   medium     l_eye         skin          0.500 
hda_f_171               female_impostor     nonmatch   0.0539   non-match    Y        -0.2609   high       l_brow        skin          0.667 
hda_f_172               female_impostor     nonmatch   0.2389   non-match    Y        -0.0759   medium     nose          skin          0.881 
hda_f_173               female_impostor     nonmatch   0.1893   non-match    Y        -0.1256   medium     nose          skin          0.357 
hda_f_174               female_impostor     nonmatch   0.1344   non-match    Y        -0.1804   high       nose          skin          -0.214
hda_f_175               female_impostor     nonmatch   0.1488   non-match    Y        -0.1660   high       nose          r_brow        0.714 
hda_f_176               female_impostor     nonmatch   0.3082   non-match    Y        -0.0067   low        mouth         skin          0.943 
hda_f_177               female_impostor     nonmatch   0.1958   non-match    Y        -0.1191   medium     l_brow        skin          0.024 
hda_f_178               female_impostor     nonmatch   0.0121   non-match    Y        -0.3028   high       l_eye         skin          0.286 
hda_f_179               female_impostor     nonmatch   0.1027   non-match    Y        -0.2121   high       -             skin          0.333 
hda_f_180               female_impostor     nonmatch   0.0387   non-match    Y        -0.2761   high       l_eye         mouth         -0.143
hda_f_181               female_impostor     nonmatch   0.0620   non-match    Y        -0.2528   high       mouth         skin          0.690 
hda_f_182               female_impostor     nonmatch   0.0906   non-match    Y        -0.2242   high       nose          l_brow        0.548 
hda_f_183               female_impostor     nonmatch   0.3106   non-match    Y        -0.0042   low        l_brow        skin          0.095 
hda_f_184               female_impostor     nonmatch   0.2131   non-match    Y        -0.1018   medium     l_brow        skin          0.786 
hda_f_185               female_impostor     nonmatch   0.1352   non-match    Y        -0.1796   high       r_eye         skin          0.714 
hda_f_186               female_impostor     nonmatch   0.2016   non-match    Y        -0.1132   medium     l_eye         skin          0.929 
hda_f_187               female_impostor     nonmatch   0.4597   match        N        0.1449    medium     skin          hair          0.905 
hda_f_188               female_impostor     nonmatch   0.2876   non-match    Y        -0.0272   low        r_brow        skin          0.738 
hda_f_189               female_impostor     nonmatch   0.2795   non-match    Y        -0.0353   low        l_brow        skin          0.881 
hda_f_190               female_impostor     nonmatch   0.1308   non-match    Y        -0.1840   high       nose          skin          0.881 
hda_f_191               female_impostor     nonmatch   0.1952   non-match    Y        -0.1196   medium     l_brow        skin          0.310 
hda_f_192               female_impostor     nonmatch   0.0950   non-match    Y        -0.2198   high       l_brow        skin          0.571 
hda_f_193               female_impostor     nonmatch   0.1465   non-match    Y        -0.1683   high       hair          skin          0.595 
hda_f_194               female_impostor     nonmatch   0.1209   non-match    Y        -0.1939   high       l_brow        skin          0.810 
hda_f_195               female_impostor     nonmatch   0.2033   non-match    Y        -0.1116   medium     nose          skin          0.762 
hda_f_196               female_impostor     nonmatch   0.2191   non-match    Y        -0.0958   medium     r_brow        skin          0.381 
hda_f_197               female_impostor     nonmatch   0.1717   non-match    Y        -0.1432   medium     l_brow        skin          0.405 
hda_f_198               female_impostor     nonmatch   0.1142   non-match    Y        -0.2007   high       nose          skin          0.690 
hda_f_199               female_impostor     nonmatch   0.2510   non-match    Y        -0.0639   medium     nose          skin          0.333 
hda_f_200               female_impostor     nonmatch   0.3140   non-match    Y        -0.0008   low        -             skin          0.143 
-----------------------------------------------------------------------------------------------------------------------------------------------
