pair_id,category,ground_truth,img_a,img_b,notes
hda_m_123,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_123_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_123_Lookalike.png,
hda_m_124,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_124_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_124_Lookalike.png,
hda_m_125,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_125_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_125_Lookalike.png,
hda_m_126,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_126_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_126_Lookalike.png,
hda_m_127,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_127_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_127_Lookalike.png,
hda_m_128,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_128_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_128_Lookalike.png,
hda_m_129,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_129_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_129_Lookalike.png,
hda_m_130,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_130_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_130_Lookalike.png,
hda_m_131,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_131_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_131_Lookalike.png,
hda_m_132,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_132_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_132_Lookalike.png,
hda_m_133,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_133_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_133_Lookalike.png,
hda_m_134,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_134_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_134_Lookalike.png,
hda_m_135,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_135_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_135_Lookalike.png,
hda_m_136,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_136_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_136_Lookalike.png,
hda_m_137,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_137_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_137_Lookalike.png,
hda_m_138,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_138_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_138_Lookalike.jpg,
hda_m_139,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_139_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_139_Lookalike.jpg,
hda_m_140,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_140_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_140_Lookalike.jpg,
hda_m_141,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_141_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_141_Lookalike.jpg,
hda_m_142,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_142_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_142_Lookalike.jpg,
hda_m_143,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_143_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_143_Lookalike.jpg,
hda_m_144,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_144_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_144_Lookalike.jpg,
hda_m_145,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_145_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_145_Lookalike.jpg,
hda_m_146,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_146_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_146_Lookalike.jpg,
hda_m_147,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_147_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_147_Lookalike.jpg,
hda_m_148,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_148_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_148_Lookalike.jpg,
hda_m_149,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_149_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_149_Lookalike.jpg,
hda_m_150,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_150_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_150_Lookalike.jpg,
hda_m_151,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_151_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_151_Lookalike.jpg,
hda_m_152,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_152_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_152_Lookalike.jpg,
hda_m_153,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_153_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_153_Lookalike.jpg,
hda_m_154,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_154_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_154_Lookalike.jpg,
hda_m_155,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_155_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_155_Lookalike.jpg,
hda_m_156,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_156_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_156_Lookalike.jpg,
hda_m_157,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_157_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_157_Lookalike.jpg,
hda_m_158,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_158_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_158_Lookalike.jpg,
hda_m_159,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_159_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_159_Lookalike.jpg,
hda_m_160,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_160_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_160_Lookalike.jpg,
hda_m_161,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_161_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_161_Lookalike.jpg,
hda_m_162,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_162_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_162_Lookalike.jpg,
hda_m_163,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_163_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_163_Lookalike.jpg,
hda_m_164,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_164_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_164_Lookalike.jpg,
hda_m_165,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_165_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_165_Lookalike.png,
hda_m_166,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_166_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_166_Lookalike.png,
hda_m_167,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_167_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_167_Lookalike.png,
hda_m_168,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_168_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_168_Lookalike.png,
hda_m_170,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_170_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_170_Lookalike.png,
hda_m_171,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_171_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_171_Lookalike.png,
hda_m_172,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_172_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_172_Lookalike.png,
hda_m_173,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_173_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_173_Lookalike.png,
hda_m_174,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_174_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_174_Lookalike.png,
hda_m_175,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_175_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_175_Lookalike.png,
hda_m_176,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_176_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_176_Lookalike.png,
hda_m_177,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_177_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_177_Lookalike.png,
hda_m_178,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_178_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_178_Lookalike.png,
hda_m_179,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_179_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_179_Lookalike.png,
hda_m_180,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_180_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_180_Lookalike.png,
hda_m_181,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_181_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_181_Lookalike.png,
hda_m_182,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_182_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_182_Lookalike.png,
hda_m_183,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_183_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_183_Lookalike.png,
hda_m_184,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_184_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_184_Lookalike.png,
hda_m_185,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_185_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_185_Lookalike.png,
hda_m_186,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_186_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_186_Lookalike.png,
hda_m_187,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_187_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_187_Lookalike.png,
hda_m_188,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_188_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_188_Lookalike.png,
hda_m_189,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_189_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_189_Lookalike.png,
hda_m_190,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_190_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_190_Lookalike.png,
hda_m_191,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_191_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_191_Lookalike.png,
hda_m_192,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_192_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_192_Lookalike.png,
hda_m_193,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_193_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_193_Lookalike.png,
hda_m_194,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_194_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_194_Lookalike.png,
hda_m_195,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_195_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_195_Lookalike.png,
hda_m_196,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_196_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_196_Lookalike.png,
hda_m_197,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_197_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_197_Lookalike.png,
hda_m_198,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_198_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_198_Lookalike.png,
hda_m_199,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_199_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_199_Lookalike.png,
hda_m_200,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_200_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_200_Lookalike.png,
hda_f_001,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_001_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_001_Lookalike.jpg,
hda_f_002,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_002_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_002_Lookalike.jpg,
hda_f_003,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_003_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_003_Lookalike.jpg,
hda_f_004,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_004_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_004_Lookalike.jpg,
hda_f_005,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_005_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_005_Lookalike.jpg,
hda_f_006,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_006_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_006_Lookalike.jpg,
hda_f_007,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_007_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_007_Lookalike.jpg,
hda_f_008,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_008_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_008_Lookalike.jpg,
hda_f_009,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_009_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_009_Lookalike.jpg,
hda_f_010,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_010_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_010_Lookalike.jpg,
hda_f_011,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_011_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_011_Lookalike.jpg,
hda_f_012,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_012_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_012_Lookalike.jpg,
hda_f_013,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_013_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_013_Lookalike.png,
hda_f_014,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_014_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_014_Lookalike.jpg,
hda_f_015,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_015_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_015_Lookalike.jpg,
hda_f_016,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_016_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_016_Lookalike.jpg,
hda_f_017,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_017_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_017_Lookalike.jpg,
hda_f_018,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_018_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_018_Lookalike.jpg,
hda_f_019,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_019_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_019_Lookalike.jpg,
hda_f_020,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_020_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_020_Lookalike.jpg,
hda_f_021,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_021_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_021_Lookalike.jpg,
hda_f_022,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_022_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_022_Lookalike.jpg,
hda_f_023,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_023_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_023_Lookalike.jpg,
hda_f_024,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_024_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_024_Lookalike.jpg,
hda_f_025,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_025_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_025_Lookalike.jpg,
hda_f_026,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_026_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_026_Lookalike.jpg,
hda_f_027,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_027_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_027_Lookalike.jpg,
hda_f_028,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_028_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_028_Lookalike.jpg,
hda_f_029,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_029_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_029_Lookalike.jpg,
hda_f_030,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_030_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_030_Lookalike.jpg,
hda_f_031,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_031_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_031_Lookalike.jpg,
hda_f_032,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_032_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_032_Lookalike.png,
hda_f_033,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_033_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_033_Lookalike.jpg,
hda_f_034,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_034_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_034_Lookalike.jpg,
hda_f_035,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_035_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_035_Lookalike.jpg,
hda_f_036,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_036_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_036_Lookalike.jpg,
hda_f_037,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_037_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_037_Lookalike.jpg,
hda_f_038,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_038_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_038_Lookalike.jpg,
hda_f_039,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_039_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_039_Lookalike.jpg,
hda_f_040,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_040_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_040_Lookalike.jpg,
hda_f_041,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_041_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_041_Lookalike.jpg,
hda_f_042,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_042_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_042_Lookalike.jpg,
hda_f_043,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_043_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_043_Lookalike.jpg,
hda_f_044,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_044_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_044_Lookalike.jpg,
hda_f_045,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_045_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_045_Lookalike.jpg,
hda_f_046,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_046_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_046_Lookalike.jpg,
