pair_id,category,ground_truth,s0,decision,decision_margin,confidence_label,abs_A_top_minus_bottom,abs_A_top_vs_bottom,abs_A_random_vs_bottom,abs_A_top_beats_random,abs_B_top_minus_bottom,abs_B_top_vs_bottom,abs_B_random_vs_bottom,abs_B_top_beats_random,sup_A_top_minus_bottom,sup_A_top_vs_bottom,sup_B_top_minus_bottom,sup_B_top_vs_bottom,sup_all_same_sign,dir_n_directional,dir_insufficient,dir_flag,dir_top_minus_bottom,dir_top_vs_bottom,dir_top_beats_random,rho_gc_mean_gray,rho_gc_norm_gray,rho_gc_sum_gray,rho_gc_mean_blur,n_parts_abs,top_gc_part,top_abs_gray,top_abs_blur,top_sup_gray,top_sup_blur,s0_warning,gradcam_error,error
lfw_match_096,lfw_eval,match,0.1399,non-match,-0.1749,high,0.0225,4.5596,2.7798,True,0.0101,1.9719,1.4859,True,0.0335,-2.6708,0.0305,-1.1789,False,4,True,,,,,0.2000,0.1429,0.7714,-0.0857,6,mouth,hair,hair,hair,hair,,,
lfw_match_097,lfw_eval,match,0.5446,match,0.2298,high,0.0082,1.4169,1.2085,True,0.0294,1.7838,1.3919,True,0.0117,2.3889,0.0230,1.7730,False,3,True,,,,,0.0857,0.3714,0.8286,-0.0857,6,r_brow,skin,skin,skin,skin,,,
lfw_match_098,lfw_eval,match,0.4838,match,0.1690,high,0.0450,2.9824,1.6638,True,0.1201,15.2468,8.0978,True,0.0062,1.2506,0.0748,2.4796,False,7,False,,0.0285,2.3626,True,-0.4286,-0.4762,0.1190,-0.5000,8,mouth,skin,skin,skin,skin,,,
lfw_match_099,lfw_eval,match,0.5276,match,0.2127,high,,,,,,,,,,,,,False,4,True,,,,,-0.5000,0.9000,1.0000,-0.7000,5,l_brow,hair,skin,hair,skin,,,
lfw_match_100,lfw_eval,match,0.4121,match,0.0973,medium,0.0339,4.3139,2.6570,True,0.0731,5.0247,3.0123,True,0.0463,-19.9300,0.0778,6.7790,False,5,True,,,,,0.6000,-0.4286,0.6000,0.4857,6,hair,skin,hair,skin,hair,,,
lfw_match_101,lfw_eval,match,0.6654,match,0.3506,high,0.0705,8.3241,4.1379,True,0.1364,10.2950,4.8783,True,0.0860,-13.6681,0.1657,-10.2950,False,3,True,,,,,-0.0714,-0.1786,0.5000,0.5714,7,mouth,skin,skin,skin,skin,,,
lfw_match_102,lfw_eval,match,0.5189,match,0.2041,high,0.0672,9.5293,4.9027,True,0.0988,9.8856,4.7595,True,0.0679,27.1263,0.1033,16.6046,False,5,True,,,,,0.4286,0.5714,0.6429,0.0000,7,hair,hair,skin,hair,skin,,,
lfw_match_103,lfw_eval,match,0.0202,non-match,-0.2946,high,-0.0173,0.0478,0.5239,False,-0.0291,0.2408,0.6204,False,0.0041,1.9828,0.0231,-1.3752,False,4,True,,,,,-0.2571,-0.6000,-0.1429,0.2571,6,mouth,hair,nose,l_brow,nose,,,
lfw_match_104,lfw_eval,match,0.3455,match,0.0307,low,0.0471,14.0952,7.5476,True,0.1374,8.3878,4.6939,True,0.0508,-3.3935,0.1519,-14.3778,False,3,True,,,,,0.4857,0.2571,0.8286,0.4286,6,nose,skin,skin,skin,skin,,,
lfw_match_105,lfw_eval,match,0.6442,match,0.3293,high,0.0561,20.1416,9.1957,True,0.1723,7.9182,3.9354,True,0.0561,20.1409,0.1723,7.9182,True,7,False,,0.0561,20.1412,True,-0.0357,0.8571,0.8571,-0.2143,7,l_brow,skin,skin,skin,skin,,,
lfw_match_106,lfw_eval,match,0.2801,non-match,-0.0347,low,,,,,,,,,,,,,False,1,True,,,,,0.0000,-1.0000,0.4000,-0.7000,5,mouth,skin,nose,mouth,l_brow,,,
lfw_match_107,lfw_eval,match,0.4339,match,0.1191,medium,0.0244,8.8637,4.2775,True,0.1240,12.3120,6.9632,True,0.0249,182.2914,0.0926,3.2074,False,6,False,,0.0243,13.2393,True,-0.3214,0.2143,0.1786,-0.4286,7,r_brow,skin,skin,skin,skin,,,
lfw_match_108,lfw_eval,match,0.2856,non-match,-0.0292,low,0.0101,1.6174,1.3087,True,0.0518,3.1413,2.0706,True,0.0101,0.6183,0.0493,0.3293,False,1,True,,,,,-0.2000,-0.7714,0.3714,0.0857,6,mouth,skin,nose,mouth,,,,
lfw_match_109,lfw_eval,match,0.3745,match,0.0597,medium,0.0137,2.4613,1.7306,True,0.0649,5.3432,3.1716,True,0.0110,2.5435,0.0670,6.2240,False,5,True,,,,,-0.2571,-0.0857,0.1429,-0.3714,6,r_brow,hair,nose,hair,nose,,,
lfw_match_110,lfw_eval,match,0.4300,match,0.1152,medium,0.0284,2.6121,1.5537,True,0.0885,21.7780,12.4897,True,0.0637,-2.6121,0.1209,-80.8261,False,4,True,,,,,-0.2143,-0.5714,0.5714,0.3929,7,mouth,skin,skin,skin,skin,,,
lfw_match_111,lfw_eval,match,0.4629,match,0.1481,medium,0.0177,4.9064,2.7514,True,0.0991,5.1913,2.3895,True,0.0212,22.8490,0.1167,20.1565,False,6,False,,0.0151,3.1397,True,0.7381,-0.1429,0.9048,0.4286,8,nose,skin,skin,skin,skin,,,
lfw_match_112,lfw_eval,match,0.4731,match,0.1583,high,0.0204,3.9856,2.0670,True,0.1002,30.4323,13.3098,True,0.0222,5.3842,0.1032,-130.4329,False,5,True,,,,,0.0238,0.2381,0.4762,0.2619,8,l_eye,skin,skin,skin,skin,,,
lfw_match_113,lfw_eval,match,0.3247,match,0.0099,low,-0.0302,0.2055,0.5352,False,0.0607,5.8373,3.2447,True,-0.0458,-0.2055,-0.0673,0.1595,False,6,False,,-0.0382,0.0000,False,0.5357,-0.1429,0.7857,0.1786,7,hair,skin,nose,skin,nose,,,
lfw_match_114,lfw_eval,match,0.3555,match,0.0407,low,0.0065,2.2990,1.6495,True,0.0564,2.4227,1.7113,True,0.0165,-1.4930,0.1356,-4.0181,False,3,True,,,,,0.1429,-0.5429,0.6571,0.5429,6,hair,hair,hair,hair,hair,,,
lfw_match_115,lfw_eval,match,0.4772,match,0.1624,high,,,,,,,,,,,,,False,3,True,,,,,-1.0000,-0.8000,-0.4000,-0.4000,4,mouth,hair,skin,hair,skin,,,
lfw_match_116,lfw_eval,match,0.7344,match,0.4196,high,0.0403,3.7334,2.3667,True,0.1123,2.3690,1.6845,True,0.0403,3.7334,0.1123,2.3690,True,6,False,,0.0403,3.7334,True,0.6571,-0.2571,0.9429,-0.0857,6,hair,skin,nose,skin,nose,,,
lfw_match_117,lfw_eval,match,0.4033,match,0.0885,medium,0.0155,1.9547,1.3263,True,0.0666,4.4135,2.4366,True,0.0193,15.1278,0.0780,-5.6405,False,2,True,,,,,0.4643,-0.3214,0.6786,0.4286,7,skin,skin,skin,skin,skin,,,
lfw_match_118,lfw_eval,match,0.4300,match,0.1152,medium,0.0440,6.5755,2.8944,True,0.0783,8.5183,3.6695,True,0.0480,-12.9363,0.0840,-81.1330,False,7,False,,0.0367,5.6594,True,0.1190,0.1190,0.6905,-0.2381,8,mouth,skin,skin,skin,skin,,,
lfw_match_119,lfw_eval,match,0.5865,match,0.2716,high,0.0493,8.8651,4.9326,True,0.0981,2.6445,1.8222,True,0.0510,12.0881,0.1051,3.0006,False,5,True,,,,,-0.1429,0.3714,0.8286,-0.3143,6,r_brow,skin,nose,skin,nose,,,
lfw_match_120,lfw_eval,match,0.3548,match,0.0400,low,-0.0079,0.7207,0.8603,False,-0.0291,0.5533,0.7766,False,0.0485,-0.7207,0.0606,4.1044,False,5,True,,,,,0.1429,-0.4286,0.3143,0.0286,6,hair,hair,skin,hair,nose,,,
lfw_match_121,lfw_eval,match,-0.0114,non-match,-0.3262,high,-0.0007,0.9016,1.0105,False,-0.0079,0.6315,0.6571,False,0.0088,-2.2342,0.0246,-0.2083,False,5,True,,,,,-0.2857,0.0714,0.3333,-0.7143,8,l_brow,skin,nose,nose,nose,,,
lfw_match_122,lfw_eval,match,0.1775,non-match,-0.1373,medium,-0.0007,0.9054,0.8528,True,0.0416,4.0673,2.1790,True,-0.0106,0.0412,-0.0581,-18.7615,False,2,True,,,,,0.5000,0.0000,0.6786,0.3571,7,nose,skin,nose,l_brow,nose,,,
lfw_match_123,lfw_eval,match,0.2884,non-match,-0.0265,low,0.0020,1.1340,1.0670,True,0.0416,4.0805,2.5402,True,0.0317,-0.8818,0.0463,0.1617,False,1,True,,,,,0.2571,-0.2000,0.8286,-0.3143,6,mouth,skin,hair,r_brow,l_brow,,,
lfw_match_124,lfw_eval,match,0.3220,match,0.0072,low,0.0356,3.9643,2.4821,True,0.0492,2.9888,1.9944,True,0.0347,4.9489,0.0492,2.9888,True,6,False,,0.0352,4.3804,True,-0.5429,0.3714,0.7143,-0.6000,6,l_brow,skin,skin,skin,skin,,,
lfw_match_125,lfw_eval,match,0.4970,match,0.1821,high,0.0501,13.5793,7.2897,True,0.1590,10.8237,5.9119,True,0.0435,13.1798,0.1444,7.1444,True,6,False,,0.0468,13.3906,True,0.4286,-0.0857,0.9429,0.1429,6,l_brow,skin,skin,skin,skin,,,
lfw_match_126,lfw_eval,match,0.4615,match,0.1467,medium,0.0268,7.5539,3.8718,True,0.1141,7.7544,3.8842,True,0.0088,3.1467,-0.0284,0.6339,False,5,True,,,,,0.1429,0.4286,0.8571,0.5357,7,r_brow,skin,nose,skin,nose,,,
lfw_match_127,lfw_eval,match,0.2895,non-match,-0.0254,low,-0.0041,0.8384,0.9192,False,-0.1006,0.1563,0.5781,False,-0.0269,-17.3458,0.0538,0.4338,False,2,True,,,,,0.1429,0.5429,0.7143,0.0857,6,l_brow,skin,l_brow,r_brow,nose,,,
lfw_match_128,lfw_eval,match,0.3098,non-match,-0.0051,low,0.0249,4.9988,2.9994,True,0.1026,8.1709,4.5855,True,0.0304,0.0208,0.1026,0.1224,True,0,True,all_negative_nonmatch,,,,0.4286,-0.6000,0.4857,0.0857,6,hair,skin,skin,,l_brow,,,
lfw_match_129,lfw_eval,match,0.1408,non-match,-0.1740,high,-0.0065,0.4460,0.7230,False,-0.0016,0.8797,0.9398,False,-0.0137,-1.3459,0.0023,0.6511,False,2,True,,,,,-0.2571,-0.6571,0.2571,0.3714,6,hair,mouth,nose,l_brow,skin,,,
lfw_match_130,lfw_eval,match,0.3324,match,0.0176,low,0.0130,2.3651,1.6825,True,-0.0072,0.8760,0.9380,False,0.0027,1.2876,-0.0507,0.3639,True,6,False,,0.0078,1.8264,True,0.0286,-0.2000,0.7714,-0.5429,6,skin,skin,hair,skin,hair,,,
lfw_match_131,lfw_eval,match,0.0443,non-match,-0.2705,high,-0.0131,0.5772,0.6382,False,0.0183,2.0295,1.3209,True,-0.0007,1.1726,0.0020,0.8651,False,4,True,,,,,-0.2619,-0.6905,-0.1190,0.1905,8,mouth,nose,skin,r_brow,skin,,,
lfw_match_132,lfw_eval,match,0.4329,match,0.1181,medium,0.0083,1.1867,1.0934,True,0.0947,3.2018,2.1009,True,-0.0303,0.3157,0.0749,2.7377,False,5,True,,,,,0.2571,0.6000,0.8286,-0.1429,6,r_brow,skin,skin,skin,skin,,,
lfw_match_133,lfw_eval,match,0.4620,match,0.1471,medium,0.0245,2.3364,1.6682,True,0.0659,1.8406,1.4203,True,0.0245,2.3364,0.0659,1.8406,True,6,False,,0.0245,2.3364,True,0.6375,-0.0304,0.6375,-0.0304,6,skin,skin,skin,skin,skin,,,
lfw_match_134,lfw_eval,match,0.3598,match,0.0450,low,0.0075,1.9074,1.4537,True,0.0626,7.1233,4.0617,True,0.0113,3.9011,0.0626,7.1233,True,6,False,,0.0094,2.5499,True,-0.2000,-0.0286,0.6571,-0.0857,6,l_brow,skin,skin,skin,skin,,,
lfw_match_135,lfw_eval,match,0.0355,non-match,-0.2793,high,,,,,,,,,,,,,False,1,True,,,,,,,,,2,skin,skin,hair,hair,,,too few common parts (2),
lfw_match_136,lfw_eval,match,0.6449,match,0.3301,high,0.0256,6.0342,3.7613,True,0.2060,20.6575,9.2440,True,0.0127,2.1508,0.1650,6.5711,False,6,False,,0.0244,9.5132,True,-0.0476,0.1190,0.7857,-0.3571,8,r_eye,skin,skin,skin,skin,,,
lfw_match_137,lfw_eval,match,0.6138,match,0.2990,high,0.0358,2.6609,1.4756,True,0.1622,5.1325,2.4199,True,0.0358,2.6609,0.1622,5.1325,True,8,False,,0.0358,2.6609,True,0.1667,0.3571,0.2143,0.0714,8,l_eye,skin,nose,skin,nose,,,
lfw_match_138,lfw_eval,match,0.6598,match,0.3450,high,0.0457,4.2093,2.7606,True,0.1278,5.2178,2.9660,True,0.0457,4.2093,0.1320,6.0646,False,6,False,,0.0305,2.0371,True,0.8571,0.1071,0.3929,0.1429,7,hair,skin,skin,skin,skin,,,
lfw_match_139,lfw_eval,match,0.5897,match,0.2749,high,0.0311,1.9061,1.1270,True,0.1680,9.4573,4.5349,True,0.0311,1.9061,0.1653,9.9300,False,6,False,,0.0462,3.3968,True,0.9048,0.5476,0.5000,0.4762,8,nose,skin,skin,skin,skin,,,
lfw_match_140,lfw_eval,match,0.4904,match,0.1756,high,0.0021,1.2091,1.1545,True,0.0503,2.1184,1.3456,True,0.0148,-3.3415,0.0734,7.3417,False,4,True,,,,,0.3929,0.2500,0.8929,0.5000,7,mouth,skin,skin,skin,skin,,,
lfw_match_141,lfw_eval,match,0.3143,non-match,-0.0005,low,0.0085,1.4885,1.2649,True,0.0543,2.4012,1.7652,True,0.0094,0.6381,0.0572,0.3855,False,1,True,,,,,-0.3964,-0.2523,0.3964,-0.4324,7,l_eye,skin,skin,l_eye,l_eye,,,
lfw_match_142,lfw_eval,match,0.1802,non-match,-0.1346,medium,0.0383,8.0894,4.5447,True,0.1115,14.2762,7.6381,True,0.0458,-0.3311,0.1232,-0.1711,False,1,True,,,,,0.6000,-0.0857,0.7143,0.4857,6,mouth,skin,skin,mouth,mouth,,,
lfw_match_143,lfw_eval,match,0.5121,match,0.1973,high,0.0259,5.0952,2.9103,True,-0.0048,0.9352,0.7966,True,0.0357,12.1517,-0.0001,0.9990,False,6,False,,0.0319,5.4971,True,0.2619,-0.0238,0.6667,0.3333,8,r_brow,hair,skin,hair,skin,,,
lfw_match_144,lfw_eval,match,0.5717,match,0.2569,high,0.0265,5.3366,3.7556,True,0.0614,3.5494,4.3159,False,0.0277,6.5665,0.0614,3.5494,True,8,False,,0.0271,5.8880,True,0.4524,0.4048,0.4762,0.2619,8,l_brow,skin,r_brow,skin,r_brow,,,
lfw_match_145,lfw_eval,match,0.5790,match,0.2642,high,0.0447,9.5211,4.1074,True,0.0886,8.7582,3.9245,True,0.0456,32.1126,0.0824,8.6690,False,5,True,,,,,0.2857,-0.1905,0.2381,0.5238,8,nose,skin,nose,skin,nose,,,
lfw_match_146,lfw_eval,match,0.5546,match,0.2398,high,0.0074,1.3901,1.0301,True,0.0835,9.9641,4.4470,True,0.0035,-1.1914,0.0789,-8.3391,False,4,True,,,,,-0.3810,-0.8095,0.0952,-0.1190,8,r_brow,skin,mouth,skin,nose,,,
lfw_match_147,lfw_eval,match,0.3174,match,0.0026,low,,,,,,,,,,,,,False,3,True,,,,,0.8000,1.0000,0.8000,-0.8000,4,mouth,skin,nose,skin,nose,,,
lfw_match_148,lfw_eval,match,0.2243,non-match,-0.0905,medium,-0.0051,0.6876,0.8438,False,-0.0258,0.4399,0.7199,False,0.0274,-1.3068,0.0653,-0.5528,False,4,True,,,,,-0.1429,-0.0286,0.4857,-0.5429,6,hair,skin,r_brow,nose,r_brow,,,
lfw_match_149,lfw_eval,match,0.4294,match,0.1145,medium,0.0394,5.9368,3.4684,True,0.1243,9.4516,5.2258,True,0.0440,14.0094,0.1244,9.5481,False,5,True,,,,,-0.1429,0.7714,0.9429,-0.0857,6,r_brow,skin,skin,skin,skin,,,
lfw_match_150,lfw_eval,match,0.1036,non-match,-0.2112,high,0.0069,2.0523,1.5261,True,-0.0188,0.4196,0.7098,False,0.0055,1.8465,-0.0187,0.4208,False,5,True,,,,,0.0286,0.2571,0.7714,0.3714,6,mouth,hair,skin,hair,skin,,,
lfw_nonmatch_001,lfw_eval,non-match,0.1155,non-match,-0.1993,high,-0.0082,0.7936,0.8968,False,-0.0278,0.4794,0.7397,False,-0.0175,-1.1463,0.0242,-0.0667,False,2,True,,,,,-0.2571,0.6000,0.0857,0.0857,6,nose,hair,skin,hair,skin,,,
lfw_nonmatch_002,lfw_eval,non-match,0.1150,non-match,-0.1998,high,-0.0027,0.5373,1.9144,False,-0.0024,0.8911,1.7595,False,-0.0047,-5.0853,0.0282,0.4772,False,2,True,,,,,0.3333,0.7619,0.6190,-0.4286,8,r_eye,skin,nose,l_eye,l_brow,,,
lfw_nonmatch_003,lfw_eval,non-match,0.0724,non-match,-0.2425,high,0.0208,3.6300,1.8518,True,0.0221,2.5254,1.5593,True,0.0270,-3.3285,0.0285,-5.6255,False,3,True,,,,,-0.0952,0.0238,0.8333,-0.0952,8,nose,skin,skin,skin,skin,,,
lfw_nonmatch_004,lfw_eval,non-match,0.0192,non-match,-0.2956,high,0.0106,2.8068,1.9034,True,0.0121,1.5052,1.2526,True,0.0178,-0.0763,0.0289,0.1944,False,1,True,,,,,0.8857,0.6000,0.3714,0.8857,6,l_brow,nose,nose,mouth,mouth,,,
lfw_nonmatch_005,lfw_eval,non-match,0.0398,non-match,-0.2750,high,-0.0067,0.6426,0.8213,False,0.0006,1.0582,1.0291,True,0.0034,1.3411,0.0157,-0.4432,False,2,True,,,,,-0.4286,0.4857,-0.0857,-0.6571,6,hair,nose,skin,nose,skin,,,
lfw_nonmatch_006,lfw_eval,non-match,-0.0364,non-match,-0.3512,high,0.0223,7.0704,3.7765,True,0.0207,5.4587,3.2497,True,0.0297,-7.0704,0.0219,7.3738,False,6,False,,0.0233,9.5357,True,-0.7857,-0.6429,0.0357,-0.6786,7,hair,skin,skin,skin,skin,,,
lfw_nonmatch_007,lfw_eval,non-match,0.0393,non-match,-0.2756,high,0.0019,1.1411,0.9358,True,0.0014,1.1046,1.0178,True,0.0200,-0.3999,0.0093,-0.0717,False,4,True,,,,,-0.3929,-0.8214,0.3214,0.2500,7,nose,r_brow,r_brow,hair,nose,,,
lfw_nonmatch_008,lfw_eval,non-match,0.0234,non-match,-0.2914,high,0.0108,4.4081,2.6552,True,0.0086,3.0497,2.8363,True,-0.0052,3.2306,-0.0135,-35.8879,False,4,True,,,,,0.3810,-0.4048,0.4524,0.1667,8,mouth,hair,skin,skin,mouth,,,
lfw_nonmatch_009,lfw_eval,non-match,0.0542,non-match,-0.2607,high,0.0209,5.9581,3.4790,True,0.0284,7.4366,4.2183,True,0.0162,-0.5745,-0.0044,1.3909,False,1,True,,,,,0.0286,0.0286,0.4286,0.4857,6,r_brow,hair,skin,l_brow,hair,,,
lfw_nonmatch_010,lfw_eval,non-match,-0.0096,non-match,-0.3244,high,0.0083,1.8989,1.4197,True,0.0002,1.0159,0.9114,True,0.0179,-0.1739,0.0129,-0.0921,False,3,True,,,,,0.7857,0.1429,0.4286,-0.0714,7,mouth,skin,skin,r_eye,l_brow,,,
lfw_nonmatch_011,lfw_eval,non-match,0.1841,non-match,-0.1308,medium,0.0302,3.6394,2.3197,True,0.0437,6.7970,3.8985,True,0.0356,0.1437,0.0428,0.0755,False,2,True,,,,,0.4857,-0.4286,0.8286,0.8286,6,skin,skin,skin,r_brow,l_brow,,,
lfw_nonmatch_012,lfw_eval,non-match,-0.0483,non-match,-0.3631,high,0.0200,7.7964,4.3982,True,0.0205,7.8586,4.4293,True,0.0087,-251.6730,0.0090,-12.8101,False,3,True,,,,,-0.0857,0.6571,0.9429,0.0857,6,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_013,lfw_eval,non-match,-0.0333,non-match,-0.3482,high,,,,,,,,,,,,,True,0,True,all_negative_nonmatch,,,,-0.5000,-0.5000,0.5000,-0.5000,3,mouth,skin,skin,,r_brow,,,
lfw_nonmatch_014,lfw_eval,non-match,-0.0055,non-match,-0.3203,high,-0.0098,0.5613,0.7807,False,0.0059,1.3109,1.1555,True,-0.0273,-0.1074,-0.0075,0.2844,False,3,True,,,,,0.2000,0.6571,-0.1429,-0.2000,6,r_brow,nose,skin,nose,skin,,,
lfw_nonmatch_015,lfw_eval,non-match,0.0549,non-match,-0.2600,high,0.0015,1.1412,0.9544,True,0.0118,1.8579,1.9053,False,-0.0056,2.0570,-0.0039,1.1633,False,2,True,,,,,0.3214,0.0357,0.4286,-0.2143,7,mouth,nose,nose,hair,skin,,,
lfw_nonmatch_016,lfw_eval,non-match,0.0009,non-match,-0.3139,high,,,,,,,,,,,,,False,2,True,,,,,-0.8000,-1.0000,-0.8000,-1.0000,4,hair,mouth,nose,mouth,mouth,,,
lfw_nonmatch_017,lfw_eval,non-match,0.1115,non-match,-0.2033,high,0.0160,3.8148,2.4074,True,0.0318,5.3866,3.1933,True,-0.0210,-0.9422,-0.0462,-1.5875,False,3,True,,,,,-0.4286,-0.2571,0.2000,-0.2571,6,mouth,hair,skin,skin,hair,,,
lfw_nonmatch_018,lfw_eval,non-match,0.1675,non-match,-0.1473,medium,0.0385,15.7484,8.3742,True,0.0498,17.5836,9.2918,True,0.0413,-0.0280,0.0498,-0.0268,False,2,True,,,,,0.4286,0.5429,0.8286,0.3143,6,nose,hair,hair,nose,l_eye,,,
lfw_nonmatch_019,lfw_eval,non-match,0.1253,non-match,-0.1895,high,,,,,,,,,,,,,True,0,True,all_negative_nonmatch,,,,0.2052,-0.8721,0.4104,0.5643,5,hair,skin,skin,,skin,,,
lfw_nonmatch_020,lfw_eval,non-match,-0.0707,non-match,-0.3855,high,0.0183,7.7612,4.4795,True,0.0145,2.3213,1.5015,True,0.0256,-1.1950,0.0213,-0.3364,False,3,True,,,,,0.3095,0.3571,0.4286,0.2381,8,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_021,lfw_eval,non-match,0.1345,non-match,-0.1804,high,0.0028,1.3689,1.1845,True,-0.0045,0.7446,0.8723,False,0.0130,-3.9228,0.0142,-0.8960,False,3,True,,,,,-0.8857,0.7714,0.3714,-0.1429,6,l_brow,skin,nose,nose,nose,,,
lfw_nonmatch_022,lfw_eval,non-match,0.0149,non-match,-0.2999,high,-0.0020,0.8183,0.7815,True,-0.0318,0.3297,0.5884,False,0.0095,-0.2888,-0.0275,-0.0352,False,5,True,,,,,0.0357,0.4286,0.9643,-0.1071,7,l_brow,skin,nose,skin,r_eye,,,
lfw_nonmatch_023,lfw_eval,non-match,-0.0176,non-match,-0.3324,high,0.0090,2.7925,1.8963,True,0.0132,3.8753,2.4376,True,0.0091,-0.2376,0.0108,10.6061,False,4,True,,,,,-0.0857,0.1429,0.5429,-0.4286,6,r_brow,nose,mouth,nose,nose,,,
lfw_nonmatch_024,lfw_eval,non-match,-0.0247,non-match,-0.3395,high,0.0069,3.0362,2.1294,True,0.0494,11.1945,5.6114,True,-0.0109,-0.8897,-0.0522,-0.1140,False,3,True,,,,,-0.7857,0.0714,0.8571,0.0357,7,r_eye,hair,hair,hair,nose,,,
lfw_nonmatch_025,lfw_eval,non-match,-0.0327,non-match,-0.3475,high,-0.0005,0.9485,0.9413,True,0.0211,2.9435,2.0056,True,0.0189,-1.8980,0.0486,-0.5112,False,5,True,,,,,0.4286,-0.0357,0.2857,-0.6429,7,mouth,nose,l_brow,hair,l_brow,,,
lfw_nonmatch_026,lfw_eval,non-match,0.0465,non-match,-0.2684,high,0.0056,1.6542,1.2322,True,0.0023,1.2083,1.8310,False,-0.0119,-1.0377,0.0080,0.5390,False,4,True,,,,,0.5476,0.1190,-0.0476,0.0476,8,l_brow,skin,mouth,r_eye,r_brow,,,
lfw_nonmatch_027,lfw_eval,non-match,-0.0096,non-match,-0.3245,high,0.0099,3.3901,2.1951,True,0.0166,2.9771,1.9885,True,0.0058,0.3698,0.0148,-0.8902,False,2,True,,,,,-0.3143,0.8286,0.9429,-0.0286,6,r_eye,skin,skin,hair,r_eye,,,
lfw_nonmatch_028,lfw_eval,non-match,0.1417,non-match,-0.1731,high,0.0175,3.4973,1.9917,True,0.0102,2.2159,1.8356,True,0.0138,0.2010,0.0118,0.4546,False,2,True,,,,,0.5952,-0.4048,0.6429,0.0476,8,skin,skin,skin,l_eye,l_brow,,,
lfw_nonmatch_029,lfw_eval,non-match,-0.0046,non-match,-0.3195,high,0.0074,2.6811,1.8405,True,0.0204,2.4559,1.7279,True,0.0055,0.1920,0.0182,-0.1960,False,3,True,,,,,-0.3143,-0.3143,0.6000,0.3143,6,mouth,skin,skin,nose,hair,,,
lfw_nonmatch_030,lfw_eval,non-match,-0.0527,non-match,-0.3675,high,0.0009,1.1121,1.0022,True,0.0096,2.0096,1.3882,True,0.0146,-1.0552,0.0238,18.4316,False,6,False,,0.0042,1.9925,True,-0.1190,-0.0714,0.4524,0.4048,8,l_eye,skin,skin,skin,skin,,,
lfw_nonmatch_031,lfw_eval,non-match,0.0893,non-match,-0.2255,high,0.0127,3.0638,2.0426,True,0.0359,9.1354,4.4970,True,0.0076,0.1423,0.0318,0.0875,False,3,True,,,,,0.7500,-0.0357,0.4643,0.7143,7,hair,skin,skin,l_brow,nose,,,
lfw_nonmatch_032,lfw_eval,non-match,0.1023,non-match,-0.2125,high,,,,,,,,,,,,,False,2,True,,,,,-0.5000,0.5000,1.0000,0.5000,3,nose,skin,skin,hair,nose,,,
lfw_nonmatch_033,lfw_eval,non-match,-0.0175,non-match,-0.3323,high,,,,,,,,,,,,,False,1,True,,,,,-0.6000,0.9000,0.5000,0.1000,5,l_brow,hair,hair,hair,hair,,,
lfw_nonmatch_034,lfw_eval,non-match,0.1164,non-match,-0.1985,high,0.0307,12.6221,6.0154,True,0.0656,5.6539,3.0880,True,0.0341,-0.0710,0.0601,0.0982,False,3,True,,,,,-0.1429,0.5000,0.9643,0.4286,7,nose,skin,skin,hair,l_brow,,,
lfw_nonmatch_035,lfw_eval,non-match,0.1350,non-match,-0.1798,high,,,,,,,,,,,,,False,3,True,,,,,-0.8000,0.4000,0.0000,-0.8000,4,r_brow,nose,skin,nose,nose,,,
lfw_nonmatch_036,lfw_eval,non-match,0.0397,non-match,-0.2752,high,-0.0081,0.4705,0.5961,False,0.0005,1.0883,1.0413,True,-0.0050,0.3077,-0.0114,-6.7227,False,4,True,,,,,0.3333,0.1429,0.0238,0.5952,8,l_brow,l_brow,skin,mouth,l_brow,,,
lfw_nonmatch_037,lfw_eval,non-match,0.1072,non-match,-0.2077,high,-0.0069,0.5794,0.8955,False,0.0010,1.0919,0.8734,True,0.0020,0.7414,-0.0065,0.0223,False,2,True,,,,,0.0000,-0.2381,0.0476,0.5238,8,nose,nose,skin,nose,skin,,,
lfw_nonmatch_038,lfw_eval,non-match,-0.0474,non-match,-0.3623,high,-0.0036,0.6458,0.8229,False,-0.0050,0.8564,0.9282,False,-0.0160,-0.5591,-0.0462,-0.0790,False,4,True,,,,,0.8286,-0.3714,0.6571,-0.0286,6,nose,nose,l_brow,nose,l_brow,,,
lfw_nonmatch_039,lfw_eval,non-match,0.0457,non-match,-0.2691,high,0.0063,2.4922,1.6325,True,0.0196,3.7136,2.3379,True,-0.0120,-1.8369,0.0083,1.5978,False,4,True,,,,,-0.2857,0.2500,0.7857,0.0357,7,r_eye,hair,skin,hair,l_brow,,,
lfw_nonmatch_040,lfw_eval,non-match,0.0854,non-match,-0.2294,high,0.0013,1.2059,1.1029,True,-0.0159,0.4802,0.7401,False,0.0070,5.5766,0.0271,-0.5391,False,3,True,,,,,0.4857,0.1429,0.6571,-0.4857,6,mouth,mouth,nose,nose,nose,,,
lfw_nonmatch_041,lfw_eval,non-match,-0.0065,non-match,-0.3214,high,0.0111,3.9904,2.4952,True,0.0028,1.2573,1.1287,True,0.0014,1.1616,-0.0086,-0.7494,False,3,True,,,,,0.0857,-0.1429,0.2571,0.1429,6,mouth,l_brow,nose,l_brow,nose,,,
