pair_id,category,ground_truth,img_a,img_b
lfw_match_075,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carolyn_Dawn_Johnson\Carolyn_Dawn_Johnson_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carolyn_Dawn_Johnson\Carolyn_Dawn_Johnson_0003.jpg
lfw_match_076,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carrie-Anne_Moss\Carrie-Anne_Moss_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carrie-Anne_Moss\Carrie-Anne_Moss_0005.jpg
lfw_match_077,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carson_Daly\Carson_Daly_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carson_Daly\Carson_Daly_0002.jpg
lfw_match_078,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cathy_Freeman\Cathy_Freeman_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cathy_Freeman\Cathy_Freeman_0002.jpg
lfw_match_079,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chanda_Rubin\Chanda_Rubin_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chanda_Rubin\Chanda_Rubin_0004.jpg
lfw_match_080,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chang_Dae-whan\Chang_Dae-whan_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chang_Dae-whan\Chang_Dae-whan_0002.jpg
lfw_match_081,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0009.jpg
lfw_match_082,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chen_Shui-bian\Chen_Shui-bian_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chen_Shui-bian\Chen_Shui-bian_0005.jpg
lfw_match_083,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chita_Rivera\Chita_Rivera_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chita_Rivera\Chita_Rivera_0002.jpg
lfw_match_084,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chok_Tong_Goh\Chok_Tong_Goh_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chok_Tong_Goh\Chok_Tong_Goh_0002.jpg
lfw_match_085,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chris_Bell\Chris_Bell_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chris_Bell\Chris_Bell_0002.jpg
lfw_match_086,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chris_Byrd\Chris_Byrd_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Chris_Byrd\Chris_Byrd_0002.jpg
lfw_match_087,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Longo\Christian_Longo_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Longo\Christian_Longo_0003.jpg
lfw_match_088,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Longo\Christian_Longo_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Longo\Christian_Longo_0003.jpg
lfw_match_089,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Wulff\Christian_Wulff_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christian_Wulff\Christian_Wulff_0002.jpg
lfw_match_090,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christine_Ebersole\Christine_Ebersole_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christine_Ebersole\Christine_Ebersole_0002.jpg
lfw_match_091,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christine_Todd_Whitman\Christine_Todd_Whitman_0005.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christine_Todd_Whitman\Christine_Todd_Whitman_0006.jpg
lfw_match_092,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christopher_Reeve\Christopher_Reeve_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christopher_Reeve\Christopher_Reeve_0004.jpg
lfw_match_093,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Claire_Leger\Claire_Leger_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Claire_Leger\Claire_Leger_0002.jpg
lfw_match_094,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Condoleezza_Rice\Condoleezza_Rice_0005.jpg
lfw_match_095,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Condoleezza_Rice\Condoleezza_Rice_0007.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Condoleezza_Rice\Condoleezza_Rice_0010.jpg
lfw_match_096,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cristina_Fernandez\Cristina_Fernandez_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cristina_Fernandez\Cristina_Fernandez_0002.jpg
lfw_match_097,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dai_Bachtiar\Dai_Bachtiar_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dai_Bachtiar\Dai_Bachtiar_0002.jpg
lfw_match_098,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Daisy_Fuentes\Daisy_Fuentes_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Daisy_Fuentes\Daisy_Fuentes_0004.jpg
lfw_match_099,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0002.jpg
lfw_match_100,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0003.jpg
lfw_match_101,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\David_Stern\David_Stern_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\David_Stern\David_Stern_0004.jpg
lfw_match_102,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\David_Stern\David_Stern_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\David_Stern\David_Stern_0004.jpg
lfw_match_103,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denise_Johnson\Denise_Johnson_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denise_Johnson\Denise_Johnson_0002.jpg
lfw_match_104,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dennis_Powell\Dennis_Powell_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dennis_Powell\Dennis_Powell_0002.jpg
lfw_match_105,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0003.jpg
lfw_match_106,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0004.jpg
lfw_match_107,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Denzel_Washington\Denzel_Washington_0005.jpg
lfw_match_108,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Derek_Jeter\Derek_Jeter_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Derek_Jeter\Derek_Jeter_0003.jpg
lfw_match_109,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Diane_Green\Diane_Green_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Diane_Green\Diane_Green_0002.jpg
lfw_match_110,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0002.jpg
lfw_match_111,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0003.jpg
lfw_match_112,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Clark\Dick_Clark_0003.jpg
lfw_match_113,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Vermeil\Dick_Vermeil_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dick_Vermeil\Dick_Vermeil_0002.jpg
lfw_match_114,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0005.jpg
lfw_match_115,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0007.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0011.jpg
lfw_match_116,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0014.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0015.jpg
lfw_match_117,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Pettit\Donald_Pettit_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Pettit\Donald_Pettit_0002.jpg
lfw_match_118,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Pettit\Donald_Pettit_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Pettit\Donald_Pettit_0003.jpg
lfw_match_119,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0022.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0036.jpg
lfw_match_120,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0028.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0108.jpg
lfw_match_121,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0041.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0048.jpg
lfw_match_122,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Doug_Collins\Doug_Collins_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Doug_Collins\Doug_Collins_0002.jpg
lfw_match_123,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edward_Lu\Edward_Lu_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edward_Lu\Edward_Lu_0004.jpg
lfw_match_124,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edward_Norton\Edward_Norton_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edward_Norton\Edward_Norton_0002.jpg
lfw_match_125,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edwin_Edwards\Edwin_Edwards_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edwin_Edwards\Edwin_Edwards_0002.jpg
lfw_match_126,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edwin_Edwards\Edwin_Edwards_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Edwin_Edwards\Edwin_Edwards_0003.jpg
lfw_match_127,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0004.jpg
lfw_match_128,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0003.jpg
lfw_match_129,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elin_Nordegren\Elin_Nordegren_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elin_Nordegren\Elin_Nordegren_0002.jpg
lfw_match_130,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elinor_Caplan\Elinor_Caplan_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elinor_Caplan\Elinor_Caplan_0002.jpg
lfw_match_131,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elisabeth_Schumacher\Elisabeth_Schumacher_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elisabeth_Schumacher\Elisabeth_Schumacher_0002.jpg
lfw_match_132,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elizabeth_Smart\Elizabeth_Smart_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elizabeth_Smart\Elizabeth_Smart_0005.jpg
lfw_match_133,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elizabeth_Smart\Elizabeth_Smart_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elizabeth_Smart\Elizabeth_Smart_0004.jpg
lfw_match_134,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0002.jpg
lfw_match_135,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0005.jpg
lfw_match_136,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elsa_Zylberstein\Elsa_Zylberstein_0006.jpg
lfw_match_137,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0004.jpg
lfw_match_138,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0003.jpg
lfw_match_139,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Emma_Watson\Emma_Watson_0005.jpg
lfw_match_140,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0003.jpg
lfw_match_141,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erika_Christensen\Erika_Christensen_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erika_Christensen\Erika_Christensen_0002.jpg
lfw_match_142,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erin_Runnion\Erin_Runnion_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erin_Runnion\Erin_Runnion_0004.jpg
lfw_match_143,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ernie_Fletcher\Ernie_Fletcher_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ernie_Fletcher\Ernie_Fletcher_0002.jpg
lfw_match_144,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Fabiola_Zuluaga\Fabiola_Zuluaga_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Fabiola_Zuluaga\Fabiola_Zuluaga_0002.jpg
lfw_match_145,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Felipe_Perez_Roque\Felipe_Perez_Roque_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Felipe_Perez_Roque\Felipe_Perez_Roque_0004.jpg
lfw_match_146,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Felipe_Perez_Roque\Felipe_Perez_Roque_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Felipe_Perez_Roque\Felipe_Perez_Roque_0004.jpg
lfw_match_147,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Fernando_Vargas\Fernando_Vargas_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Fernando_Vargas\Fernando_Vargas_0004.jpg
lfw_match_148,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Flor_Montulo\Flor_Montulo_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Flor_Montulo\Flor_Montulo_0002.jpg
